Full_Name,Appointing_President_1,Party_of_Appointing_President_1,Degree_Number,School,Degree,Degree_Year,DYear,School_Neat,Degree_Neat
John Paul Stevens,Gerald Ford,Republican,3,,,,,,
Robert Trimble,John Quincy Adams,Jeffersonian Republican,3,,,,,,
Joseph McKenna,William McKinley,Republican,3,,,,,,
Charles Anthony Ingersoll,Franklin Pierce,Democratic,3,,,,,,
William Davis Shipman,James Buchanan,Democratic,3,,,,,,
James Perry Platt,Theodore Roosevelt,Republican,3,,,,,,
Edwin Stark Thomas,Woodrow Wilson,Democratic,3,,,,,,
Warren Booth Burrows,Calvin Coolidge,Republican,3,,,,,,
Robert Carmine Zampano,Lyndon B. Johnson,Democratic,3,,,,,,
Alfred V. Covello,George H.W. Bush,Republican,3,,,,,,
Mark R. Kravitz,George W. Bush,Republican,3,,,,,,
Vanessa Lynne Bryant,George W. Bush,Republican,3,,,,,,
Peter Collins Dorsey,Ronald Reagan,Republican,3,,,,,,
Alan Harris Nevas,Ronald Reagan,Republican,3,,,,,,
Janet Bond Arterton,William J. Clinton,Democratic,3,,,,,,
Janet C. Hall,William J. Clinton,Democratic,3,,,,,,
Alvin W. Thompson,William J. Clinton,Democratic,3,,,,,,
Stefan R. Underhill,William J. Clinton,Democratic,3,Yale Law School,J.D.,1984-01-01,1984,Yale,J.D.
Robert N. Chatigny,William J. Clinton,Democratic,3,,,,,,
Dominic J. Squatrito,William J. Clinton,Democratic,3,,,,,,
Victor Allen Bolden,Barack Obama,Democratic,3,,,,,,
Michael Peter Shea,Barack Obama,Democratic,3,,,,,,
Jeffrey Alker Meyer,Barack Obama,Democratic,3,,,,,,
Richard Law,George Washington,,3,,,,,,
Andrew Thompson Judson,Andrew Jackson,Democratic,3,,,,,,
Pierpont Edwards,Thomas Jefferson,Jeffersonian Republican,3,,,,,,
,Donald J. Trump,Republican,3,,,,,,
Mosher Joseph Blumenfeld,John F. Kennedy,Democratic,3,,,,,,
T. Emmet Clarie,John F. Kennedy,Democratic,3,,,,,,
William Bristol,John Quincy Adams,Jeffersonian Republican,3,,,,,,
T. F. Gilroy Daly,Jimmy Carter,Democratic,3,,,,,,
Ellen Bree Burns,Jimmy Carter,Democratic,3,,,,,,
Warren William Eginton,Jimmy Carter,Democratic,3,,,,,,
William Fell Giles,Franklin Pierce,Democratic,3,,,,,,
William Caldwell Coleman,Calvin Coolidge,Republican,3,,,,,,
William Calvin Chesnut,Herbert Hoover,Republican,3,,,,,,
Roszel Cathcart Thomsen,Dwight D. Eisenhower,Republican,3,,,,,,
Robert Dorsey Watkins,Dwight D. Eisenhower,Republican,3,University of Maryland School of Law,LL.B.,1925-01-01,1925,Uof Maryland,LL.B.
Herbert Frazier Murray,Richard M. Nixon,Republican,3,,,,,,
Joseph H. Young,Richard M. Nixon,Republican,3,,,,,,
"James Rogers Miller, Jr.",Richard M. Nixon,Republican,3,,,,,,
Charles Stanley Blair,Richard M. Nixon,Republican,3,,,,,,
Thomas John Morris,Rutherford B. Hayes,Republican,3,,,,,,
"Alexander Harvey, II",Lyndon B. Johnson,Democratic,3,,,,,,
Frank Albert Kaufman,Lyndon B. Johnson,Democratic,3,,,,,,
William M. Nickerson,George H.W. Bush,Republican,3,,,,,,
Marvin J. Garbis,George H.W. Bush,Republican,3,Georgetown College (now Georgetown University) Law Center,LL.M.,1962-01-01,1962,Georgetown,LL.M.
Benson Everett Legg,George H.W. Bush,Republican,3,,,,,,
"William D. Quarles, Jr.",George W. Bush,Republican,3,Catholic University of AmeriColumbus School of Law,J.D.,1979-01-01,1979,Catholic Uof AmeriColumbus,J.D.
Roger W. Titus,George W. Bush,Republican,3,,,,,,
Richard D. Bennett,George W. Bush,Republican,3,,,,,,
"Walter Evan Black, Jr.",Ronald Reagan,Republican,3,,,,,,
Frederic N. Smalkin,Ronald Reagan,Republican,3,,,,,,
"John Raymond Hargrove, Sr.",Ronald Reagan,Republican,3,,,,,,
J. Frederick Motz,Ronald Reagan,Republican,3,,,,,,
Deborah K. Chasanow,William J. Clinton,Democratic,3,,,,,,
"Alexander Williams, Jr.",William J. Clinton,Democratic,3,,,,,,
Peter Jo Messitte,William J. Clinton,Democratic,3,,,,,,
Catherine C. Blake,William J. Clinton,Democratic,3,,,,,,
Theodore David Chuang,Barack Obama,Democratic,3,,,,,,
Ellen Lipton Hollander,Barack Obama,Democratic,3,,,,,,
Paula Xinis,Barack Obama,Democratic,3,,,,,,
Paul William Grimm,Barack Obama,Democratic,3,,,,,,
George Jarrod Hazel,Barack Obama,Democratic,3,,,,,,
"George Levi Russell, III",Barack Obama,Democratic,3,,,,,,
James Kelleher Bredar,Barack Obama,Democratic,3,,,,,,
William Paca,George Washington,,3,Read law,,1761-01-01,1761,Read law,
James Winchester,John Adams,Federalist,3,,,,,,
Upton Scott Heath,Andrew Jackson,Democratic,3,,,,,,
James Houston,Thomas Jefferson,Jeffersonian Republican,3,,,,,,
Theodorick Bland,James Monroe,Jeffersonian Republican,3,,,,,,
Elias Glenn,James Monroe,Jeffersonian Republican,3,,,,,,
John Glenn,Millard Fillmore,Whig,3,,,,,,
Edward Skottowe Northrop,John F. Kennedy,Democratic,3,,,,,,
Norman Park Ramsey,Jimmy Carter,Democratic,3,,,,,,
Joseph Clemens Howard,Jimmy Carter,Democratic,3,Drake University,M.A.,1957-01-01,1957,Drake,M.A.
Shirley Brannock Jones,Jimmy Carter,Democratic,3,,,,,,
Andrew Gordon Magrath,Franklin Pierce,Democratic,3,Read law,,1835-01-01,1835,Read law,
William Hiram Brawley,Grover Cleveland,Democratic,3,,,,,,
William Hiram Brawley,Grover Cleveland,Democratic,3,,,,,,
George Seabrook Bryan,Andrew Johnson,Democratic,3,,,,,,
"Solomon Blatt, Jr.",Richard M. Nixon,Republican,3,,,,,,
David C. Norton,George H.W. Bush,Republican,3,,,,,,
"Henry Michael Herlong, Jr.",George H.W. Bush,Republican,3,,,,,,
Robert Bryan Harwell,George W. Bush,Republican,3,,,,,,
Terry L. Wooten,George W. Bush,Republican,3,,,,,,
"Joseph Fletcher Anderson, Jr.",Ronald Reagan,Republican,3,,,,,,
Margaret B. Seymour,William J. Clinton,Democratic,3,,,,,,
Patrick Michael Duffy,William J. Clinton,Democratic,3,,,,,,
Cameron McGowan Currie,William J. Clinton,Democratic,3,,,,,,
Julianna Michelle Childs,Barack Obama,Democratic,3,University of South Carolina School of Business,M.A.,1991-01-01,1991,Uof South Carolina,M.A.
Mary Geiger Lewis,Barack Obama,Democratic,3,,,,,,
Bruce Howe Hendricks,Barack Obama,Democratic,3,,,,,,
Timothy Martin Cain,Barack Obama,Democratic,3,,,,,,
Richard Mark Gergel,Barack Obama,Democratic,3,,,,,,
William Drayton,George Washington,,3,,,,,,
Thomas Bee,George Washington,,3,,,,,,
Thomas Lee,James Monroe,Jeffersonian Republican,3,,,,,,
"Donald Cecil Coggins, Jr.",Donald J. Trump,Republican,3,,,,,,
John Drayton,James Madison,Jeffersonian Republican,3,,,,,,
Robert Budd Gilchrist,Martin Van Buren,Democratic,3,Read law,,1818-01-01,1818,Read law,
"George Ross Anderson, Jr.",Jimmy Carter,Democratic,3,University of South Carolina School of Law,LL.B.,1954-01-01,1954,Uof South Carolina,LL.B.
"Matthew James Perry, Jr.",Jimmy Carter,Democratic,3,,,,,,
"Falcon Black Hawkins, Jr.",Jimmy Carter,Democratic,3,,,,,,
C[harles] Weston Houck,Jimmy Carter,Democratic,3,,,,,,
David Allen Smalley,Franklin Pierce,Democratic,3,,,,,,
James Loren Martin,Theodore Roosevelt,Republican,3,,,,,,
Harland Bradley Howe,Woodrow Wilson,Democratic,3,,,,,,
James Patrick Leamy,Franklin D. Roosevelt,Democratic,3,Harvard Law School,LL.B.,1915-01-01,1915,Harvard,LL.B.
"Ernest William Gibson, Jr.",Harry S Truman,Democratic,3,,,,,,
James Stuart Holden,Richard M. Nixon,Republican,3,,,,,,
Albert Wheeler Coffrin,Richard M. Nixon,Republican,3,,,,,,
Hoyt Henry Wheeler,Rutherford B. Hayes,Republican,3,,,,,,
Bernard Joseph Leddy,Lyndon B. Johnson,Democratic,3,,,,,,
"Franklin S. Billings, Jr.",Ronald Reagan,Republican,3,,,,,,
John Garvan Murtha,William J. Clinton,Democratic,3,Georgetown University Law Center,LL.M.,1970-01-01,1970,Georgetown,LL.M.
"William K. Sessions, III",William J. Clinton,Democratic,3,,,,,,
Christina Clair Reiss,Barack Obama,Democratic,3,,,,,,
Geoffrey William Crawford,Barack Obama,Democratic,3,,,,,,
Nathaniel Chipman,George Washington,,3,,,,,,
Elijah Paine,John Adams,Federalist,3,,,,,,
Samuel Prentiss,John Tyler,Whig,3,,,,,,
Samuel Treat,Franklin Pierce,Democratic,3,Read law,,1841-01-01,1841,Read law,
Gustavus Adolphus Finkelnburg,Theodore Roosevelt,Republican,3,,,,,,
David Patterson Dyer,Theodore Roosevelt,Republican,3,,,,,,
Charles B. Davis,Calvin Coolidge,Republican,3,,,,,,
George Moore,Franklin D. Roosevelt,Democratic,3,,,,,,
Rubey Mosley Hulen,Franklin D. Roosevelt,Democratic,3,,,,,,
Henry Samuel Priest,Grover Cleveland,Democratic,3,,,,,,
Henry Samuel Priest,Grover Cleveland,Democratic,3,,,,,,
Randolph Henry Weber,Dwight D. Eisenhower,Republican,3,,,,,,
John Francis Nangle,Richard M. Nixon,Republican,3,Washington University School of Law,J.D.,1948-01-01,1948,Washington,J.D.
Jean Constance Hamilton,George H.W. Bush,Republican,3,Yale Law School,LL.M.,1982-01-01,1982,Yale,LL.M.
Carol E. Jackson,George H.W. Bush,Republican,3,,,,,,
Donald J. Stohr,George H.W. Bush,Republican,3,,,,,,
Henry Edward Autrey,George W. Bush,Republican,3,,,,,,
"Stephen Nathaniel Limbaugh, Jr.",George W. Bush,Republican,3,University of Virginia School of Law,LL.M.,1998-01-01,1998,Uof Virginia,LL.M.
"George F. Gunn, Jr.",Ronald Reagan,Republican,3,,,,,,
Catherine D. Perry,William J. Clinton,Democratic,3,,,,,,
E. Richard Webber,William J. Clinton,Democratic,3,,,,,,
Charles Alexander Shaw,William J. Clinton,Democratic,3,Catholic University of AmeriColumbus School of Law,J.D.,1974-01-01,1974,Catholic Uof AmeriColumbus,J.D.
Audrey Goldstein Fleissig,Barack Obama,Democratic,3,,,,,,
Ronnie Lee White,Barack Obama,Democratic,3,University of Missouri-Kansas City School of Law,J.D.,1983-01-01,1983,Uof Missouri,J.D.
John Andrew Ross,Barack Obama,Democratic,3,,,,,,
"Stephen Robert Clark, Sr.",Donald J. Trump,Republican,3,,,,,,
James Hargrove Meredith,John F. Kennedy,Democratic,3,,,,,,
John Keating Regan,John F. Kennedy,Democratic,3,,,,,,
"Clyde S. Cahill, Jr.",Jimmy Carter,Democratic,3,,,,,,
Edward Louis Filippine,Jimmy Carter,Democratic,3,,,,,,
William Leonard Hungate,Jimmy Carter,Democratic,3,,,,,,
McQueen McIntosh,Franklin Pierce,Democratic,3,,,,,,
William Bostwick Sheppard,Theodore Roosevelt,Republican,3,,,,,,
Augustus V. Long,Franklin D. Roosevelt,Democratic,3,,,,,,
Dozier Adolphus DeVane,Franklin D. Roosevelt,Democratic,3,,,,,,
Philip Fraser,Abraham Lincoln,Republican,3,,,,,,
Thomas Settle,Ulysses Grant,Republican,3,,,,,,
"David Lycurgus Middlebrooks, Jr.",Richard M. Nixon,Republican,3,,,,,,
Winston Eugene Arnow,Lyndon B. Johnson,Democratic,3,,,,,,
Lacey A. Collier,George H.W. Bush,Republican,3,University of West Florida,B.A.,1975-01-01,1975,Uof West Florida,B.A.
"John Richard Smoak, Jr.",George W. Bush,Republican,3,,,,,,
Margaret Catharine Rodgers,George W. Bush,Republican,3,,,,,,
Maurice Mitchell Paul,Ronald Reagan,Republican,3,,,,,,
Clyde Roger Vinson,Ronald Reagan,Republican,3,,,,,,
Robert Lewis Hinkle,William J. Clinton,Democratic,3,,,,,,
Stephan P. Mickle,William J. Clinton,Democratic,3,University of Florida College of Law,J.D.,1970-01-01,1970,Uof Florida,J.D.
Mark Eaton Walker,Barack Obama,Democratic,3,,,,,,
,Donald J. Trump,Republican,3,,,,,,
Charles Swayne,Benjamin Harrison,Republican,3,,,,,,
"William Henry Stafford, Jr.",Gerald Ford,Republican,3,,,,,,
Lynn Carlton Higby,Jimmy Carter,Democratic,3,,,,,,
Hiram V. Willson,Franklin Pierce,Democratic,3,,,,,,
Robert Walker Tayler,Theodore Roosevelt,Republican,3,,,,,,
David C. Westenhaver,Woodrow Wilson,Democratic,3,,,,,,
Samuel H. West,Calvin Coolidge,Republican,3,,,,,,
George Philip Hahn,Calvin Coolidge,Republican,3,,,,,,
Robert Nugen Wilkin,Franklin D. Roosevelt,Democratic,3,,,,,,
Frank Le Blond Kloeb,Franklin D. Roosevelt,Democratic,3,Ohio State University College of Law,,1917-01-01,1917,Ohio State,
Emerich B. Freed,Franklin D. Roosevelt,Democratic,3,,,,,,
Girard Edward Kalbfleisch,Dwight D. Eisenhower,Republican,3,,,,,,
James C. Connell,Dwight D. Eisenhower,Republican,3,,,,,,
Martin Welker,Ulysses Grant,Republican,3,,,,,,
Charles Taylor Sherman,Andrew Johnson,Democratic,3,,,,,,
Charles Joseph McNamee,Harry S Truman,Democratic,3,,,,,,
"Nicholas Joseph Walinski, Jr.",Richard M. Nixon,Republican,3,,,,,,
Don John Young,Lyndon B. Johnson,Democratic,3,,,,,,
William Kernahan Thomas,Lyndon B. Johnson,Democratic,3,,,,,,
Thomas Demetrios Lambros,Lyndon B. Johnson,Democratic,3,,,,,,
William Louis Day,William H. Taft,Republican,3,,,,,,
John Milton Killits,William H. Taft,Republican,3,Columbian University School of Law (now George Washington University Law School),LL.M.,1886-01-01,1886,George Washington,LL.M.
Paul J. Jones,Warren G. Harding,Republican,3,,,,,,
Paul Ramon Matia,George H.W. Bush,Republican,3,,,,,,
Jack Zouhary,George W. Bush,Republican,3,,,,,,
Sara Elizabeth Lioi,George W. Bush,Republican,3,,,,,,
John R. Adams,George W. Bush,Republican,3,,,,,,
Christopher A. Boyko,George W. Bush,Republican,3,,,,,,
Alvin I. Krenzler,Ronald Reagan,Republican,3,Georgetown College (now Georgetown University) Law Center,LL.M.,1963-01-01,1963,Georgetown,LL.M.
John William Potter,Ronald Reagan,Republican,3,,,,,,
"Richard B. McQuade, Jr.",Ronald Reagan,Republican,3,,,,,,
"David Dudley Dowd, Jr.",Ronald Reagan,Republican,3,,,,,,
Samuel H. Bell,Ronald Reagan,Republican,3,,,,,,
David A. Katz,William J. Clinton,Democratic,3,,,,,,
James G. Carr,William J. Clinton,Democratic,3,,,,,,
Dan A. Polster,William J. Clinton,Democratic,3,,,,,,
Peter C. Economus,William J. Clinton,Democratic,3,,,,,,
Lesley Brooks Wells,William J. Clinton,Democratic,3,,,,,,
Donald C. Nugent,William J. Clinton,Democratic,3,National Judicial College,M.J.S.,1994-01-01,1994,National Judicial,M.J.S.
James S. Gwin,William J. Clinton,Democratic,3,,,,,,
Patricia Anne Gaughan,William J. Clinton,Democratic,3,,,,,,
"Solomon Oliver, Jr.",William J. Clinton,Democratic,3,Case Western Reserve University,M.A.,1974-01-01,1974,Case Western Reserve,M.A.
Jeffrey James Helmick,Barack Obama,Democratic,3,,,,,,
Benita Yalonda Pearson,Barack Obama,Democratic,3,,,,,,
,Donald J. Trump,Republican,3,,,,,,
Frank Joseph Battisti,John F. Kennedy,Democratic,3,,,,,,
Ben Charles Green,John F. Kennedy,Democratic,3,,,,,,
Augustus J. Ricks,Benjamin Harrison,Republican,3,,,,,,
John Michael Manos,Gerald Ford,Republican,3,,,,,,
Francis Joseph Wing,William McKinley,Republican,3,,,,,,
George Washington White,Jimmy Carter,Democratic,3,,,,,,
Ann Aldrich,Jimmy Carter,Democratic,3,"University of Geneva, Switzerland, Institut des Hautes Etudes Internationale",,1951-01-01,1951,"Uof Geneva, Switzerland, Institut des Hautes Etudes Internationale",
Isaac Stockton Keith Ogier,Franklin Pierce,Democratic,3,,,,,,
Oscar A. Trippet,Woodrow Wilson,Democratic,3,,,,,,
Benjamin Franklin Bledsoe,Woodrow Wilson,Democratic,3,,,,,,
Paul John McCormick,Calvin Coolidge,Republican,3,,,,,,
Edward J. Henning,Calvin Coolidge,Republican,3,Columbian University School of Law (now George Washington University Law School),LL.M.,1897-01-01,1897,George Washington,LL.M.
James Francis Thaddeus O'Connor,Franklin D. Roosevelt,Democratic,3,Yale Law School,LL.B.,1909-01-01,1909,Yale,LL.B.
Ralph E. Jenney,Franklin D. Roosevelt,Democratic,3,,,,,,
Campbell Eben Beaumont,Franklin D. Roosevelt,Democratic,3,,,,,,
Benjamin Harrison,Franklin D. Roosevelt,Democratic,3,,,,,,
Olin Wellborn,Grover Cleveland,Democratic,3,,,,,,
Olin Wellborn,Grover Cleveland,Democratic,3,,,,,,
George Cosgrave,Herbert Hoover,Republican,3,,,,,,
Harry Aaron Hollzer,Herbert Hoover,Republican,3,,,,,,
Fred Kunzel,Dwight D. Eisenhower,Republican,3,,,,,,
Fletcher Mathews Haight,Abraham Lincoln,Republican,3,,,,,,
Ernest Allen Tolin,Harry S Truman,Democratic,3,,,,,,
Jacob Weinberger,Harry S Truman,Democratic,3,,,,,,
William Carey Mathes,Harry S Truman,Democratic,3,,,,,,
Harry Clay Westover,Harry S Truman,Democratic,3,,,,,,
Howard Boyd Turrentine,Richard M. Nixon,Republican,3,,,,,,
"Gordon Thompson, Jr.",Richard M. Nixon,Republican,3,,,,,,
William Benner Enright,Richard M. Nixon,Republican,3,,,,,,
Leland Chris Nielsen,Richard M. Nixon,Republican,3,,,,,,
Edward Joseph Schwartz,Lyndon B. Johnson,Democratic,3,,,,,,
William P. James,Warren G. Harding,Republican,3,,,,,,
Irma Elsa Gonzalez,George H.W. Bush,Republican,3,,,,,,
Marilyn L. Huff,George H.W. Bush,Republican,3,,,,,,
Janis Lynn Sammartino,George W. Bush,Republican,3,,,,,,
Michael M. Anello,George W. Bush,Republican,3,,,,,,
Larry Alan Burns,George W. Bush,Republican,3,,,,,,
Dana Makoto Sabraw,George W. Bush,Republican,3,"University of the Pacific, McGeorge School of Law",J.D.,1985-01-01,1985,"Uof the Pacific, McGeorge",J.D.
William Q. Hayes,George W. Bush,Republican,3,Syracuse University College of Business Administration,M.B.A.,1983-01-01,1983,Syracuse,M.B.A.
John A. Houston,George W. Bush,Republican,3,,,,,,
Roger T. Benitez,George W. Bush,Republican,3,Western State University College of Law (now Thomas Jefferson School of Law),J.D.,1978-01-01,1978,Thomas Jefferson,J.D.
Rudi M. Brewster,Ronald Reagan,Republican,3,,,,,,
J. Lawrence Irving,Ronald Reagan,Republican,3,,,,,,
"John Skylstead Rhoades, Sr.",Ronald Reagan,Republican,3,,,,,,
M. James Lorenz,William J. Clinton,Democratic,3,,,,,,
Jeffrey T. Miller,William J. Clinton,Democratic,3,,,,,,
Thomas J. Whelan,William J. Clinton,Democratic,3,,,,,,
"Napoleon A. Jones, Jr.",William J. Clinton,Democratic,3,San Diego School of Law (now University of San Diego School of Law),J.D.,1971-01-01,1971,Uof San Diego,J.D.
Barry Ted Moskowitz,William J. Clinton,Democratic,3,,,,,,
Anthony Joseph Battaglia,Barack Obama,Democratic,3,,,,,,
Cynthia Ann Bashant,Barack Obama,Democratic,3,,,,,,
Cathy Ann Bencivengo,Barack Obama,Democratic,3,University of Michigan Law School,J.D.,1988-01-01,1988,Uof Michigan,J.D.
Gonzalo Paul Curiel,Barack Obama,Democratic,3,,,,,,
James McHall Jones,Millard Fillmore,Whig,3,,,,,,
Judith Nelsen Keep,Jimmy Carter,Democratic,3,,,,,,
Earl Ben Gilliam,Jimmy Carter,Democratic,3,,,,,,
"Samuel Hubbel Treat, Jr.",Franklin Pierce,Democratic,3,,,,,,
J[ackson] Leroy Adair,Franklin D. Roosevelt,Democratic,3,,,,,,
William Joshua Allen,Grover Cleveland,Democratic,3,,,,,,
William Joshua Allen,Grover Cleveland,Democratic,3,,,,,,
Charles Guy Briggle,Herbert Hoover,Republican,3,,,,,,
Frederick Olen Mercer,Dwight D. Eisenhower,Republican,3,,,,,,
Omer Poos,Dwight D. Eisenhower,Republican,3,,,,,,
John Phil Gilbert,George H.W. Bush,Republican,3,,,,,,
William Donald Stiehl,Ronald Reagan,Republican,3,,,,,,
David R. Herndon,William J. Clinton,Democratic,3,,,,,,
G. Patrick Murphy,William J. Clinton,Democratic,3,,,,,,
Paul E. Riley,William J. Clinton,Democratic,3,,,,,,
Michael Joseph Reagan,William J. Clinton,Democratic,3,,,,,,
Staci Michelle Yandle,Barack Obama,Democratic,3,,,,,,
Nancy Jo Rosenstengel,Barack Obama,Democratic,3,,,,,,
J. Otis Humphrey,William McKinley,Republican,3,,,,,,
William Louis Beatty,Jimmy Carter,Democratic,3,,,,,,
West Hughes Humphreys,Franklin Pierce,Democratic,3,,,,,,
John Ethridge McCall,Theodore Roosevelt,Republican,3,,,,,,
Harry Bennett Anderson,Calvin Coolidge,Republican,3,Columbia Law School,LL.B.,1904-01-01,1904,Columbia,LL.B.
Marion Speed Boyd,Franklin D. Roosevelt,Democratic,3,,,,,,
Eli Shelby Hammond,Rutherford B. Hayes,Republican,3,,,,,,
"Robert Malcolm McRae, Jr.",Lyndon B. Johnson,Democratic,3,,,,,,
John William Ross,Warren G. Harding,Republican,3,,,,,,
Jon Phipps McCalla,George H.W. Bush,Republican,3,,,,,,
"Samuel H. Mays, Jr.",George W. Bush,Republican,3,,,,,,
J. Daniel Breen,George W. Bush,Republican,3,,,,,,
Stanley Thomas Anderson,George W. Bush,Republican,3,,,,,,
Jerome Turner,Ronald Reagan,Republican,3,,,,,,
James Dale Todd,Ronald Reagan,Republican,3,"Memphis State University (now University of Memphis), Humphreys School of Law",J.D.,1972-01-01,1972,"Uof Memphis, Humphreys",J.D.
"John Thomas Fowlkes, Jr.",Barack Obama,Democratic,3,,,,,,
Sheryl Halle Lipman,Barack Obama,Democratic,3,,,,,,
,Donald J. Trump,Republican,3,,,,,,
"Mark Saalfield Norris, Sr.",Donald J. Trump,Republican,3,,,,,,
Odell Horton,Jimmy Carter,Democratic,3,,,,,,
Thomas Howard DuVal,Franklin Pierce,Democratic,3,,,,,,
DuVal West,Woodrow Wilson,Democratic,3,,,,,,
